Code,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
539219,2021-05-04,15.35,15.35,14.27,14.27,14.40475880899753,7691,104,110787.0,6829,88.79,1.08,-1.08,1620086400.0
539221,2021-05-04,1450.0,1450.0,1359.35,1359.55,1381.4448138297873,3008,299,4155386.0,3008,100.0,90.65000000000009,-90.45000000000005,1620086400.0
539222,2021-05-04,8.7,8.82,8.7,8.77,8.755,40000,4,350200.0,20000,50.0,0.120000000000001,0.07000000000000028,1620086400.0
539223,2021-05-04,5.18,5.18,4.7,4.7,5.1625,2080,3,10738.0,2080,100.0,0.47999999999999954,-0.47999999999999954,1620086400.0
539225,2021-05-04,5.1,5.1,4.9,4.9,4.910445175818465,5773,18,28348.0,5773,100.0,0.1999999999999993,-0.1999999999999993,1620086400.0
539227,2021-05-04,29.8,29.9,28.25,29.15,29.44056458625995,14949,40,440107.0,11427,76.44,1.6499999999999986,-0.6500000000000021,1620086400.0
539228,2021-05-04,25.5,28.35,25.5,27.95,27.756960556844547,5172,46,143559.0,4326,83.64,2.8500000000000014,2.4499999999999993,1620086400.0
539229,2021-05-04,6.0,6.58,5.97,6.58,6.176666666666667,3600,6,22236.0,3600,100.0,0.6100000000000003,0.5800000000000001,1620086400.0
539235,2021-05-04,266.0,267.5,266.0,267.4,266.753711790393,1145,5,305433.0,575,50.22,1.5,1.3999999999999773,1620086400.0
539251,2021-05-04,19.5,19.5,19.5,19.5,19.499649122807018,1425,3,27787.0,1425,100.0,0.0,0.0,1620086400.0
539252,2021-05-04,5.96,6.01,5.3,5.65,5.822454429892591,85747,333,499258.0,83299,97.14,0.71,-0.3099999999999996,1620086400.0
539254,2021-05-04,1075.35,1098.0,1054.05,1065.4,1083.2507304720473,30802,1437,33366289.0,12958,42.07,43.950000000000045,-9.949999999999818,1620086400.0
539255,2021-05-04,78.25,84.75,78.25,82.55,82.04081632653062,49,3,4020.0,25,51.02,6.5,4.299999999999997,1620086400.0
539267,2021-05-04,40.75,40.75,40.75,40.75,40.0,1,1,40.0,1,100.0,0.0,0.0,1620086400.0
539268,2021-05-04,574.6,577.6,567.4,569.9,572.0734219269103,15050,532,8609705.0,6495,43.16,10.200000000000045,-4.7000000000000455,1620086400.0
539273,2021-05-04,18.75,20.95,18.75,20.95,20.739285714285714,14000,4,290350.0,12000,85.71,2.1999999999999993,2.1999999999999993,1620086400.0
539274,2021-05-04,3.23,3.57,3.23,3.57,3.2346153846153847,10140,12,32799.0,10140,100.0,0.33999999999999986,0.33999999999999986,1620086400.0
539275,2021-05-04,68.35,68.35,63.65,67.0,64.54179566563468,969,12,62541.0,969,100.0,4.699999999999996,-1.3499999999999943,1620086400.0
539276,2021-05-04,271.9,283.2,265.5,267.0,275.23615068059513,3159,275,869471.0,1450,45.9,17.69999999999999,-4.899999999999977,1620086400.0
539278,2021-05-04,0.77,0.77,0.75,0.75,0.7530844669408415,6322,9,4761.0,6322,100.0,0.020000000000000018,-0.020000000000000018,1620086400.0
539287,2021-05-04,28.7,29.0,27.4,28.1,28.263464230457526,27146,271,767240.0,18563,68.38,1.6000000000000014,-0.5999999999999979,1620086400.0
539288,2021-05-04,9.98,9.98,9.98,9.98,9.9,10,1,99.0,10,100.0,0.0,0.0,1620086400.0
539289,2021-05-04,71.6,72.25,71.55,71.85,72.04625770392336,73177,959,5272129.0,64988,88.81,0.7000000000000028,0.25,1620086400.0
539290,2021-05-04,18.0,18.3,17.1,17.2,17.645770704391396,33930,186,598721.0,21411,63.1,1.1999999999999993,-0.8000000000000007,1620086400.0
539291,2021-05-04,69.0,69.0,64.0,67.35,66.94093477144325,11682,71,782004.0,10466,89.59,5.0,-1.6500000000000057,1620086400.0
539300,2021-05-04,24.7,24.7,24.7,24.7,24.666666666666668,6,2,148.0,6,100.0,0.0,0.0,1620086400.0
539301,2021-05-04,95.9,95.9,93.0,93.75,94.38681886711178,9286,215,876476.0,7280,78.4,2.9000000000000057,-2.1500000000000057,1620086400.0
539302,2021-05-04,571.25,573.9,558.0,564.85,569.4230445752734,1189,185,677044.0,853,71.74,15.899999999999977,-6.399999999999977,1620086400.0
539304,2021-05-04,19.25,19.95,19.25,19.95,19.366666666666667,600,3,11620.0,600,100.0,0.6999999999999993,0.6999999999999993,1620086400.0
539309,2021-05-04,85.0,85.0,82.0,82.0,83.21816168327796,903,17,75146.0,903,100.0,3.0,-3.0,1620086400.0
539310,2021-05-04,30.2,32.15,30.2,31.8,31.443862227821683,314316,71,9883309.0,184020,58.55,1.9499999999999993,1.6000000000000014,1620086400.0
539312,2021-05-04,512.0,514.99,502.0,504.0,507.0642791551883,5445,67,2760965.0,5417,99.49,12.990000000000009,-8.0,1620086400.0
539313,2021-05-04,1525.0,1530.0,1510.0,1510.0,1521.8461538461538,13,10,19784.0,6,46.15,20.0,-15.0,1620086400.0
539331,2021-05-04,127.1,132.25,125.4,127.1,127.97281323877068,10998,403,1407445.0,5869,53.36,6.849999999999994,0.0,1620086400.0
539332,2021-05-04,34.25,35.3,33.6,34.55,34.885963527841945,69697,547,2431447.0,38779,55.64,1.6999999999999957,0.29999999999999716,1620086400.0
539334,2021-05-04,163.6,164.0,152.5,154.7,159.24265525127544,17053,710,2715565.0,5958,34.94,11.5,-8.900000000000006,1620086400.0
539336,2021-05-04,533.15,552.45,522.6,528.5,536.5818479005146,45273,2021,24292670.0,11182,24.7,29.850000000000023,-4.649999999999977,1620086400.0
539346,2021-05-04,19.7,20.2,19.45,19.55,19.798340177960302,23376,292,462806.0,17892,76.54,0.75,-0.14999999999999858,1620086400.0
539353,2021-05-04,163.0,168.0,159.0,167.1,163.78076923076924,260,13,42583.0,259,99.62,9.0,4.099999999999994,1620086400.0
539354,2021-05-04,52.45,53.45,50.65,52.95,52.3709167544784,949,9,49700.0,827,87.14,2.8000000000000043,0.5,1620086400.0
539359,2021-05-04,15.39,15.39,14.15,14.48,14.439947780678851,21448,128,309708.0,15863,73.96,1.2400000000000002,-0.9100000000000001,1620086400.0
539383,2021-05-04,2.97,2.97,2.87,2.87,2.9690927218344965,1003,3,2978.0,1003,100.0,0.10000000000000009,-0.10000000000000009,1620086400.0
539391,2021-05-04,15.3,15.3,15.25,15.25,15.258781362007168,1395,14,21286.0,1395,100.0,0.05000000000000071,-0.05000000000000071,1620086400.0
539399,2021-05-04,119.9,119.9,111.55,114.0,114.49722222222222,360,16,41219.0,174,48.33,8.350000000000009,-5.900000000000006,1620086400.0
539400,2021-05-04,688.15,688.15,655.0,670.9,683.5793231915554,6442,205,4403618.0,4488,69.67,33.14999999999998,-17.25,1620086400.0
539404,2021-05-04,88.0,89.05,85.0,85.45,86.71979299482487,13333,426,1156235.0,8582,64.37,4.049999999999997,-2.549999999999997,1620086400.0
539407,2021-05-04,44.6,44.9,42.2,42.85,43.47206385404789,877,29,38125.0,521,59.41,2.6999999999999957,-1.75,1620086400.0
539408,2021-05-04,0.71,0.71,0.71,0.71,0.71,6000,3,4260.0,6000,100.0,0.0,0.0,1620086400.0
539428,2021-05-04,67.7,67.7,60.3,63.95,62.114364981504316,3244,111,201499.0,1622,50.0,7.400000000000006,-3.75,1620086400.0
539436,2021-05-04,35.2,35.2,35.2,35.2,35.199944434154474,10798,129,380089.0,10798,100.0,0.0,0.0,1620086400.0
539437,2021-05-04,54.4,57.4,54.4,55.65,56.21114637557027,5994074,18277,336933771.0,3020879,50.4,3.0,1.25,1620086400.0
539447,2021-05-04,10.0,10.82,10.0,10.55,10.46234309623431,4302,51,45009.0,4013,93.28,0.8200000000000003,0.5500000000000007,1620086400.0
539448,2021-05-04,1675.0,1678.0,1616.8,1622.0,1647.1254213966288,14535,716,23940968.0,2682,18.45,61.200000000000045,-53.0,1620086400.0
539449,2021-05-04,35.2,35.2,35.2,35.2,35.2,20,1,704.0,20,100.0,0.0,0.0,1620086400.0
539450,2021-05-04,151.0,154.0,145.5,146.8,149.99549363605092,145350,2113,21801845.0,40580,27.92,8.5,-4.199999999999989,1620086400.0
539469,2021-05-04,43.35,43.35,43.35,43.35,43.35,200,1,8670.0,200,100.0,0.0,0.0,1620086400.0
539470,2021-05-04,123.95,124.0,117.9,120.35,120.18572018159307,16961,70,2038470.0,1375,8.11,6.099999999999994,-3.6000000000000085,1620086400.0
539479,2021-05-04,23.75,23.75,23.75,23.75,23.0,1,1,23.0,1,100.0,0.0,0.0,1620086400.0
539480,2021-05-04,173.0,174.99,167.61,172.17,171.77083333333334,96,28,16490.0,78,81.25,7.3799999999999955,-0.8300000000000125,1620086400.0
539487,2021-05-04,529.0,529.0,518.0,518.5,522.52,25,9,13063.0,22,88.0,11.0,-10.5,1620086400.0
539506,2021-05-04,6.46,6.46,6.14,6.14,6.161616161616162,99,4,610.0,99,100.0,0.3200000000000003,-0.3200000000000003,1620086400.0
539515,2021-05-04,310.0,311.1,299.05,311.05,309.7143965851766,5154,92,1596268.0,4542,88.13,12.050000000000011,1.0500000000000114,1620086400.0
539516,2021-05-04,156.5,157.0,153.83,154.74,154.85825688073393,2180,103,337591.0,1299,59.59,3.1699999999999875,-1.759999999999991,1620086400.0
539517,2021-05-04,520.1,524.5,515.0,515.55,517.2778581765557,691,43,357439.0,635,91.9,9.5,-4.550000000000068,1620086400.0
539518,2021-05-04,102.6,108.0,102.6,108.0,106.38271604938272,81,9,8617.0,70,86.42,5.400000000000006,5.400000000000006,1620086400.0
539519,2021-05-04,29.0,29.1,28.8,29.0,28.99420198660614,22249,36,645092.0,3343,15.03,0.3000000000000007,0.0,1620086400.0
539523,2021-05-04,2790.0,2808.95,2770.0,2796.4,2792.8456435205662,4522,528,12629248.0,2678,59.22,38.94999999999982,6.400000000000091,1620086400.0
539524,2021-05-04,2965.0,2965.0,2844.3,2853.2,2901.147507421435,9769,1086,28341310.0,2937,30.06,120.69999999999982,-111.80000000000018,1620086400.0
539525,2021-05-04,0.67,0.67,0.64,0.64,0.6515679442508711,2583,13,1683.0,2583,100.0,0.030000000000000027,-0.030000000000000027,1620086400.0
539526,2021-05-04,0.45,0.46,0.41,0.43,0.42328780003244176,2786532,560,1179505.0,2222627,79.76,0.050000000000000044,-0.020000000000000018,1620086400.0
539528,2021-05-04,25.2,26.45,25.2,26.45,26.370404411764707,5440,31,143455.0,4895,89.98,1.25,1.25,1620086400.0
539542,2021-05-04,1900.0,1950.0,1876.0,1881.45,1906.5360415394014,3274,559,6241999.0,936,28.59,74.0,-18.549999999999955,1620086400.0
539546,2021-05-04,3.99,4.2,3.99,4.2,4.04696132596685,724,7,2930.0,724,100.0,0.20999999999999996,0.20999999999999996,1620086400.0
539551,2021-05-04,412.0,414.2,395.9,398.0,401.8699905332913,6338,269,2547052.0,1886,29.76,18.30000000000001,-14.0,1620086400.0
539561,2021-05-04,52.6,55.95,51.0,55.05,53.99514028380742,15433,75,833307.0,15433,100.0,4.950000000000003,2.4499999999999957,1620086400.0
539562,2021-05-04,69.0,70.55,69.0,69.75,70.11675367821547,2107,23,147736.0,1989,94.4,1.5499999999999972,0.75,1620086400.0
539570,2021-05-04,9.3,9.3,9.3,9.3,9.3,28800,3,267840.0,28800,100.0,0.0,0.0,1620086400.0
539594,2021-05-04,4.6,4.6,4.4,4.5,4.488089548946808,54406,128,244179.0,43647,80.22,0.1999999999999993,-0.09999999999999964,1620086400.0
539597,2021-05-04,164.5,169.9,161.2,162.55,168.187310801111,128172,1466,21556904.0,49312,38.47,8.700000000000017,-1.9499999999999886,1620086400.0
539607,2021-05-04,9.99,9.99,9.99,9.99,9.982758620689655,58,1,579.0,58,100.0,0.0,0.0,1620086400.0
539620,2021-05-04,23.85,24.95,23.85,24.4,23.910237748665697,2061,11,49279.0,2051,99.51,1.0999999999999979,0.5499999999999972,1620086400.0
539621,2021-05-04,8.65,8.65,7.83,7.83,7.8568376068376065,7488,18,58832.0,7488,100.0,0.8200000000000003,-0.8200000000000003,1620086400.0
539636,2021-05-04,43.05,44.9,43.0,43.55,44.19899682669669,9769,194,431780.0,5789,59.26,1.8999999999999986,0.5,1620086400.0
539658,2021-05-04,3410.0,3410.0,3250.0,3258.05,3307.1144164759726,437,216,1445209.0,266,60.87,160.0,-151.94999999999982,1620086400.0
539660,2021-05-04,390.65,390.65,353.15,361.0,371.2515923566879,3768,362,1398876.0,2946,78.18,37.5,-29.649999999999977,1620086400.0
539661,2021-05-04,50.0,50.5,49.0,49.0,49.82142857142857,112,14,5580.0,112,100.0,1.5,-1.0,1620086400.0
539669,2021-05-04,1.1,1.1,1.05,1.07,1.056959564541213,5144,15,5437.0,5144,100.0,0.050000000000000044,-0.030000000000000027,1620086400.0
539673,2021-05-04,8.85,8.85,8.85,8.85,8.84952380952381,1050,3,9292.0,1050,100.0,0.0,0.0,1620086400.0
539678,2021-05-04,184.0,184.4,181.25,182.0,182.88880543511658,29291,752,5356996.0,16779,57.28,3.1500000000000057,-2.0,1620086400.0
539679,2021-05-04,10.0,10.05,10.0,10.05,10.024125373910781,30756,10,308302.0,15913,51.74,0.05000000000000071,0.05000000000000071,1620086400.0
539686,2021-05-04,62.85,62.85,57.8,58.0,58.2551510989011,2912,48,169639.0,2345,80.53,5.050000000000004,-4.850000000000001,1620086400.0
539692,2021-05-04,7.15,7.15,6.48,7.15,7.029861888764464,8037,34,56499.0,7993,99.45,0.6699999999999999,0.0,1620086400.0
539697,2021-05-04,8.35,8.35,8.35,8.35,8.35,60,5,501.0,60,100.0,0.0,0.0,1620086400.0
539725,2021-05-04,23.55,23.9,22.5,23.25,23.227047009490178,18124,194,420967.0,13397,73.92,1.3999999999999986,-0.3000000000000007,1620086400.0
539730,2021-05-04,419.4,419.4,405.1,410.35,410.06244218316374,2162,105,886555.0,1462,67.62,14.299999999999955,-9.049999999999955,1620086400.0
539742,2021-05-04,10.16,10.16,10.09,10.16,10.1581756428918,105111,97,1067736.0,90090,85.71,0.07000000000000028,0.0,1620086400.0
539767,2021-05-04,6.75,7.22,6.75,6.94,7.199508733624454,3664,22,26379.0,3664,100.0,0.46999999999999975,0.1900000000000004,1620086400.0
539770,2021-05-04,3.99,3.99,3.66,3.72,3.9233853006681514,4490,13,17616.0,4490,100.0,0.33000000000000007,-0.27,1620086400.0
539773,2021-05-04,1.7,1.7,1.65,1.65,1.669701986754967,1208,10,2017.0,1208,100.0,0.050000000000000044,-0.050000000000000044,1620086400.0
539784,2021-05-04,153.75,159.5,153.01,154.17,155.96,25,11,3899.0,17,68.0,6.490000000000009,0.4199999999999875,1620086400.0
539785,2021-05-04,22.3,25.0,22.1,23.85,23.55253359235875,55593,363,1309356.0,29867,53.72,2.8999999999999986,1.5500000000000007,1620086400.0
539787,2021-05-04,208.0,208.0,187.75,189.25,195.3932870183375,24758,708,4837547.0,15636,63.16,20.25,-18.75,1620086400.0
539798,2021-05-04,7.15,7.15,7.15,7.15,7.1454545454545455,55,4,393.0,55,100.0,0.0,0.0,1620086400.0
539799,2021-05-04,44.3,45.8,42.3,43.6,43.74068004916018,4882,173,213542.0,3422,70.09,3.5,-0.6999999999999957,1620086400.0
539800,2021-05-04,11.44,11.9,11.44,11.9,11.753401823818605,154182,296,1812163.0,112953,73.26,0.46000000000000085,0.46000000000000085,1620086400.0
539807,2021-05-04,39.2,39.3,37.8,38.0,38.575423790418895,288881,1838,11143707.0,117491,40.67,1.5,-1.2000000000000028,1620086400.0
539814,2021-05-04,43.5,43.5,41.5,42.4,42.91466191466191,10101,32,433481.0,99,0.98,2.0,-1.1000000000000014,1620086400.0
539835,2021-05-04,156.6,157.0,156.05,156.05,156.73172135866437,6948,376,1088972.0,3848,55.38,0.9499999999999886,-0.549999999999983,1620086400.0
539837,2021-05-04,262.05,262.05,245.5,253.0,258.74383452665074,2514,61,650482.0,2342,93.16,16.55000000000001,-9.050000000000011,1620086400.0
539841,2021-05-04,73.0,79.95,72.05,75.2,75.6671945824914,18311,224,1385542.0,13471,73.57,7.900000000000006,2.200000000000003,1620086400.0
539844,2021-05-04,82.0,83.15,81.65,82.6,82.53188713958258,132624,1497,10945709.0,79595,60.02,1.5,0.5999999999999943,1620086400.0
539854,2021-05-04,95.1,95.2,93.2,93.2,93.32234130255564,1213,17,113200.0,1213,100.0,2.0,-1.8999999999999915,1620086400.0
539861,2021-05-04,2.74,2.77,2.69,2.75,2.7289808056231415,29592,44,80756.0,21820,73.74,0.08000000000000007,0.009999999999999787,1620086400.0
539871,2021-05-04,1070.0,1070.0,1036.1,1043.4,1049.078108446499,20766,1718,21785156.0,12811,61.69,33.90000000000009,-26.59999999999991,1620086400.0
539872,2021-05-04,535.0,618.0,523.4,583.05,573.1530365474259,485041,9119,278002722.0,155769,32.11,94.60000000000002,48.049999999999955,1620086400.0
539874,2021-05-04,202.9,207.8,200.65,205.15,203.22281286265115,26713,521,5428691.0,9419,35.26,7.150000000000006,2.25,1620086400.0
539875,2021-05-04,27.7,30.0,27.5,30.0,28.60674157303371,1246,9,35644.0,746,59.87,2.5,2.3000000000000007,1620086400.0
539876,2021-05-04,383.8,383.8,368.85,370.9,374.1514876014274,43997,1247,16461543.0,16254,36.94,14.949999999999989,-12.900000000000034,1620086400.0
539883,2021-05-04,1680.0,1684.0,1665.1,1673.4,1676.8354430379748,158,63,264940.0,72,45.57,18.90000000000009,-6.599999999999909,1620086400.0
539884,2021-05-04,11.88,11.88,11.0,11.0,11.165714285714285,700,8,7816.0,568,81.14,0.8800000000000008,-0.8800000000000008,1620086400.0
539889,2021-05-04,114.0,118.5,114.0,115.35,116.4531512293163,87569,1197,10197686.0,45134,51.54,4.5,1.3499999999999943,1620086400.0
539894,2021-05-04,5.74,5.95,5.05,5.76,5.637141379796619,127642,148,719536.0,70371,55.13,0.9000000000000004,0.019999999999999574,1620086400.0
539910,2021-05-04,0.8,0.8,0.8,0.8,0.799163179916318,478,9,382.0,478,100.0,0.0,0.0,1620086400.0
539917,2021-05-04,6.3,6.35,5.8,6.12,6.131051512834364,285094,428,1747926.0,187258,65.68,0.5499999999999998,-0.17999999999999972,1620086400.0
539921,2021-05-04,155.0,155.0,155.0,155.0,155.0,50,1,7750.0,50,100.0,0.0,0.0,1620086400.0
539927,2021-05-04,63.0,63.0,63.0,63.0,63.0,5,1,315.0,5,100.0,0.0,0.0,1620086400.0
539938,2021-05-04,34.15,34.15,34.15,34.15,34.0,1,1,34.0,1,100.0,0.0,0.0,1620086400.0
539939,2021-05-04,41.0,41.7,40.35,41.55,41.25411994149196,10255,47,423061.0,10039,97.89,1.3500000000000014,0.5499999999999972,1620086400.0
539940,2021-05-04,55.3,59.15,54.65,57.5,57.34040047114252,37356,440,2142008.0,22059,59.05,4.5,2.200000000000003,1620086400.0
539945,2021-05-04,78.5,79.48,77.38,77.89,79.21530324400564,14180,40,1123273.0,14166,99.9,2.1000000000000085,-0.6099999999999994,1620086400.0
539947,2021-05-04,18.1,18.1,18.0,18.0,18.0,101,2,1818.0,101,100.0,0.10000000000000142,-0.10000000000000142,1620086400.0
539956,2021-05-04,583.45,583.45,544.0,564.85,570.9314994606257,5562,132,3175521.0,3423,61.54,39.450000000000045,-18.600000000000023,1620086400.0
539957,2021-05-04,1134.0,1165.1,1134.0,1150.4,1155.348119388498,20605,1138,23805948.0,3251,15.78,31.09999999999991,16.40000000000009,1620086400.0
539963,2021-05-04,67.25,67.25,65.1,65.55,66.52921212121213,4125,27,274433.0,2418,58.62,2.1500000000000057,-1.7000000000000028,1620086400.0
539978,2021-05-04,619.1,627.25,616.6,620.4,623.9985102420857,13425,178,8377180.0,12664,94.33,10.649999999999977,1.2999999999999545,1620086400.0
539980,2021-05-04,84.98,85.99,83.51,84.1,84.31606905710491,1506,46,126980.0,1406,93.36,2.4799999999999898,-0.8800000000000097,1620086400.0
539982,2021-05-04,10.46,10.46,9.49,10.46,10.133333333333333,30,3,304.0,30,100.0,0.9700000000000006,0.0,1620086400.0
539984,2021-05-04,2960.05,3220.0,2939.3,3163.05,3142.2919799498745,798,65,2507549.0,671,84.09,280.6999999999998,203.0,1620086400.0
539986,2021-05-04,100.0,106.8,98.55,99.7,102.04496678589678,3914,56,399404.0,2820,72.05,8.25,-0.29999999999999716,1620086400.0
539992,2021-05-04,1.63,1.63,1.63,1.63,1.6299993317010637,658388,253,1073172.0,658388,100.0,0.0,0.0,1620086400.0
539997,2021-05-04,115.05,115.05,115.05,115.05,115.05,12000,4,1380600.0,12000,100.0,0.0,0.0,1620086400.0
540005,2021-05-04,3930.0,3940.0,3839.05,3847.3,3862.547117583343,8309,1574,32093904.0,2750,33.1,100.94999999999982,-82.69999999999982,1620086400.0
540006,2021-05-04,8.85,8.9,8.41,8.46,8.532688397313452,32458,189,276954.0,25994,80.08,0.4900000000000002,-0.3899999999999988,1620086400.0
540008,2021-05-04,530.0,554.53,510.0,537.06,538.579268292683,328,52,176654.0,32,9.76,44.52999999999997,7.059999999999945,1620086400.0
540023,2021-05-04,28.5,28.55,28.5,28.55,28.51276102088167,431,10,12289.0,431,100.0,0.05000000000000071,0.05000000000000071,1620086400.0
540025,2021-05-04,465.45,485.0,444.0,449.2,461.16057122953674,123453,4281,56931656.0,29591,23.97,41.0,-16.25,1620086400.0
540026,2021-05-04,2.51,2.51,2.51,2.51,2.3333333333333335,3,1,7.0,3,100.0,0.0,0.0,1620086400.0
540027,2021-05-04,342.55,347.45,333.65,343.1,341.2429906542056,214,15,73026.0,214,100.0,13.800000000000011,0.5500000000000114,1620086400.0
540047,2021-05-04,545.0,546.05,527.3,537.45,536.4976638289447,50510,1653,27098497.0,14696,29.1,18.75,-7.5499999999999545,1620086400.0
540048,2021-05-04,171.05,176.0,165.05,171.55,171.68912216895356,12098,750,2077095.0,11002,90.94,10.949999999999989,0.5,1620086400.0
540061,2021-05-04,77.7,84.95,77.7,79.5,80.14285714285714,42,14,3366.0,31,73.81,7.25,1.7999999999999972,1620086400.0
540062,2021-05-04,26.25,27.55,26.25,27.55,26.5,2,2,53.0,2,100.0,1.3000000000000007,1.3000000000000007,1620086400.0
540063,2021-05-04,2.64,2.64,2.64,2.64,2.64,2100,4,5544.0,2100,100.0,0.0,0.0,1620086400.0
540064,2021-05-04,51.6,52.45,50.0,50.3,51.100180270354464,195817,3939,10006284.0,124430,63.54,2.450000000000003,-1.3000000000000043,1620086400.0
540065,2021-05-04,185.5,188.45,180.0,181.75,184.23643398623048,1109261,7413,204366291.0,187061,16.86,8.449999999999989,-3.75,1620086400.0
540073,2021-05-04,90.75,90.75,87.5,87.85,88.74099210947415,36246,1046,3216506.0,24410,67.35,3.25,-2.9000000000000057,1620086400.0
540078,2021-05-04,214.95,214.95,206.55,214.8,214.57187784490606,48332,164,10370688.0,48332,100.0,8.399999999999977,-0.14999999999997726,1620086400.0
540080,2021-05-04,27.3,27.6,27.0,27.6,27.48544140080918,45231,200,1243194.0,34694,76.7,0.6000000000000014,0.3000000000000007,1620086400.0
540081,2021-05-04,1.2,1.2,1.2,1.2,1.1972789115646258,147,2,176.0,147,100.0,0.0,0.0,1620086400.0
540108,2021-05-04,39.8,41.9,38.5,41.25,40.16748452573468,35866,115,1440647.0,9440,26.32,3.3999999999999986,1.4500000000000028,1620086400.0
540115,2021-05-04,2700.0,2700.0,2560.0,2575.7,2594.5159060626247,60040,7300,155774735.0,23178,38.6,140.0,-124.30000000000018,1620086400.0
540124,2021-05-04,378.6,384.1,376.45,380.2,379.76003490401393,3438,423,1305615.0,2060,59.92,7.650000000000034,1.599999999999966,1620086400.0
540125,2021-05-04,16.85,16.85,16.85,16.85,16.85,1600,1,26960.0,1600,100.0,0.0,0.0,1620086400.0
540133,2021-05-04,558.4,565.35,540.95,553.6,554.9370162644309,192383,4526,106760448.0,20884,10.86,24.399999999999977,-4.7999999999999545,1620086400.0
540134,2021-05-04,4.65,4.7,4.65,4.7,4.692915608241603,21258,11,99762.0,19566,92.04,0.04999999999999982,0.04999999999999982,1620086400.0
540135,2021-05-04,4.64,4.64,4.64,4.64,4.6380952380952385,210,3,974.0,210,100.0,0.0,0.0,1620086400.0
540136,2021-05-04,47.0,48.25,45.9,46.35,47.115530899488846,41279,427,1944882.0,20835,50.47,2.3500000000000014,-0.6499999999999986,1620086400.0
540143,2021-05-04,83.0,85.0,82.7,83.75,84.46102791014296,11752,60,992586.0,10617,90.34,2.299999999999997,0.75,1620086400.0
540145,2021-05-04,1610.8,1648.7,1528.0,1538.8,1610.3959832526496,15286,1069,24616513.0,10712,70.08,120.70000000000005,-72.0,1620086400.0
540146,2021-05-04,24.75,25.0,22.55,23.2,23.875,6000,6,143250.0,4000,66.67,2.4499999999999993,-1.5500000000000007,1620086400.0
540153,2021-05-04,1324.05,1342.0,1294.0,1309.05,1312.0884033613445,2975,480,3903463.0,740,24.87,48.0,-15.0,1620086400.0
540154,2021-05-04,509.8,509.8,505.0,505.0,508.0,3,2,1524.0,3,100.0,4.800000000000011,-4.800000000000011,1620086400.0
540173,2021-05-04,371.6,374.25,363.25,364.95,370.2828699236909,11401,433,4221595.0,6251,54.83,11.0,-6.650000000000034,1620086400.0
540174,2021-05-04,16.35,16.6,16.3,16.6,16.42641509433962,530,17,8706.0,530,100.0,0.3000000000000007,0.25,1620086400.0
540175,2021-05-04,11.3,11.3,11.1,11.26,11.263878875270368,1387,15,15623.0,1317,94.95,0.20000000000000107,-0.040000000000000924,1620086400.0
540180,2021-05-04,1029.35,1055.4,990.0,1000.55,1018.0222226872293,47789,2937,48650264.0,10980,22.98,65.40000000000009,-28.799999999999955,1620086400.0
540190,2021-05-04,10.05,10.05,10.05,10.05,10.045454545454545,44,1,442.0,44,100.0,0.0,0.0,1620086400.0
540192,2021-05-04,7.59,7.89,7.1,7.63,7.484424027913748,39837,142,298157.0,28832,72.37,0.79,0.040000000000000036,1620086400.0
540198,2021-05-04,25.4,25.8,25.0,25.15,25.144372159344087,11221,255,282145.0,8805,78.47,0.8000000000000007,-0.25,1620086400.0
540203,2021-05-04,2008.0,2051.15,2008.0,2038.05,2029.5588235294117,544,205,1104080.0,349,64.15,43.15000000000009,30.049999999999955,1620086400.0
540204,2021-05-04,73.75,73.75,73.75,73.75,73.74995231737554,5243,26,386671.0,5243,100.0,0.0,0.0,1620086400.0
540205,2021-05-04,275.25,275.25,275.25,275.25,275.24972375690606,1810,12,498202.0,1810,100.0,0.0,0.0,1620086400.0
540210,2021-05-04,11.9,12.0,11.5,11.51,11.707810993249758,3111,35,36423.0,2985,95.95,0.5,-0.39000000000000057,1620086400.0
540212,2021-05-04,906.0,920.5,867.1,881.45,904.2389502762431,724,165,654669.0,339,46.82,53.39999999999998,-24.549999999999955,1620086400.0
540222,2021-05-04,480.05,504.0,479.3,491.1,490.8122134167351,377290,8095,185178540.0,81312,21.55,24.69999999999999,11.050000000000011,1620086400.0
540243,2021-05-04,23.8,24.35,23.8,24.35,23.801526717557252,262,4,6236.0,262,100.0,0.5500000000000007,0.5500000000000007,1620086400.0
540253,2021-05-04,1.09,1.19,1.09,1.19,1.1548619447779112,4165,18,4810.0,4165,100.0,0.09999999999999987,0.09999999999999987,1620086400.0
540254,2021-05-04,4.68,4.68,4.68,4.68,4.0,1,1,4.0,1,100.0,0.0,0.0,1620086400.0
540259,2021-05-04,13.4,13.5,12.31,12.93,12.72996651878536,420833,1342,5357190.0,123391,29.32,1.1899999999999995,-0.47000000000000064,1620086400.0
540268,2021-05-04,667.5,675.0,658.0,660.8,668.1795839550601,11393,149,7612570.0,1587,13.93,17.0,-6.7000000000000455,1620086400.0
540293,2021-05-04,77.7,82.4,76.95,79.8,80.03711783262686,153107,1364,12254243.0,39098,25.54,5.450000000000003,2.0999999999999943,1620086400.0
